time,strike,type,mark_iv,oi
2025-01-02T15:00:00Z,63000.0000,PUT,0.4402,352.7285
2025-01-02T16:00:00Z,59000.0000,CALL,0.4634,240.3550
2025-01-02T16:00:00Z,59000.0000,PUT,0.4634,304.4000
2025-01-02T16:00:00Z,60000.0000,CALL,0.4434,299.7743
2025-01-02T16:00:00Z,60000.0000,PUT,0.4434,404.7414
2025-01-02T16:00:00Z,61000.0000,CALL,0.4393,234.3892
2025-01-02T16:00:00Z,61000.0000,PUT,0.4393,413.3376
2025-01-02T16:00:00Z,62000.0000,CALL,0.4593,258.2509
2025-01-02T16:00:00Z,62000.0000,PUT,0.4593,363.5595
2025-01-02T16:00:00Z,63000.0000,CALL,0.4793,238.4522
2025-01-02T16:00:00Z,63000.0000,PUT,0.4793,415.3490
2025-01-02T17:00:00Z,59000.0000,CALL,0.4632,278.9052
2025-01-02T17:00:00Z,59000.0000,PUT,0.4632,405.3745
2025-01-02T17:00:00Z,60000.0000,CALL,0.4432,221.3948
2025-01-02T17:00:00Z,60000.0000,PUT,0.4432,344.7491
2025-01-02T17:00:00Z,61000.0000,CALL,0.4428,217.5260
2025-01-02T17:00:00Z,61000.0000,PUT,0.4428,327.5037
2025-01-02T17:00:00Z,62000.0000,CALL,0.4628,239.8915
2025-01-02T17:00:00Z,62000.0000,PUT,0.4628,291.0880
2025-01-02T17:00:00Z,63000.0000,CALL,0.4828,235.3652
2025-01-02T17:00:00Z,63000.0000,PUT,0.4828,350.1635
2025-01-02T18:00:00Z,59000.0000,CALL,0.5174,226.5682
2025-01-02T18:00:00Z,59000.0000,PUT,0.5174,301.1332
2025-01-02T18:00:00Z,60000.0000,CALL,0.4974,233.9303
2025-01-02T18:00:00Z,60000.0000,PUT,0.4974,360.3723
2025-01-02T18:00:00Z,61000.0000,CALL,0.4960,241.8896
2025-01-02T18:00:00Z,61000.0000,PUT,0.4960,388.4206
2025-01-02T18:00:00Z,62000.0000,CALL,0.5160,220.6750
2025-01-02T18:00:00Z,62000.0000,PUT,0.5160,318.5106
2025-01-02T18:00:00Z,63000.0000,CALL,0.5360,225.7792
2025-01-02T18:00:00Z,63000.0000,PUT,0.5360,383.5412
2025-01-02T19:00:00Z,59000.0000,CALL,0.5549,237.8588
2025-01-02T19:00:00Z,59000.0000,PUT,0.5549,405.3893
2025-01-02T19:00:00Z,60000.0000,CALL,0.5349,299.6966
2025-01-02T19:00:00Z,60000.0000,PUT,0.5349,324.8657
2025-01-02T19:00:00Z,61000.0000,CALL,0.5343,273.8084
2025-01-02T19:00:00Z,61000.0000,PUT,0.5343,421.2706
2025-01-02T19:00:00Z,62000.0000,CALL,0.5543,291.2391
2025-01-02T19:00:00Z,62000.0000,PUT,0.5543,366.4347
2025-01-02T19:00:00Z,63000.0000,CALL,0.5743,293.2432
2025-01-02T19:00:00Z,63000.0000,PUT,0.5743,326.3846
2025-01-02T20:00:00Z,58000.0000,CALL,0.6206,264.3891
2025-01-02T20:00:00Z,58000.0000,PUT,0.6206,317.9995
2025-01-02T20:00:00Z,59000.0000,CALL,0.6006,237.6909
2025-01-02T20:00:00Z,59000.0000,PUT,0.6006,388.1909
2025-01-02T20:00:00Z,60000.0000,CALL,0.5806,272.5229
2025-01-02T20:00:00Z,60000.0000,PUT,0.5806,361.8669
2025-01-02T20:00:00Z,61000.0000,CALL,0.5828,225.0730
2025-01-02T20:00:00Z,61000.0000,PUT,0.5828,330.5358
2025-01-02T20:00:00Z,62000.0000,CALL,0.6028,233.2018
2025-01-02T20:00:00Z,62000.0000,PUT,0.6028,427.0414
2025-01-02T21:00:00Z,58000.0000,CALL,0.6394,227.3465
2025-01-02T21:00:00Z,58000.0000,PUT,0.6394,445.3252
2025-01-02T21:00:00Z,59000.0000,CALL,0.6194,246.3345
2025-01-02T21:00:00Z,59000.0000,PUT,0.6194,394.3981
2025-01-02T21:00:00Z,60000.0000,CALL,0.5994,295.2057
2025-01-02T21:00:00Z,60000.0000,PUT,0.5994,378.1824
2025-01-02T21:00:00Z,61000.0000,CALL,0.6041,268.0518
2025-01-02T21:00:00Z,61000.0000,PUT,0.6041,377.8750
2025-01-02T21:00:00Z,62000.0000,CALL,0.6241,208.8171
2025-01-02T21:00:00Z,62000.0000,PUT,0.6241,383.6041
2025-01-02T22:00:00Z,58000.0000,CALL,0.6823,214.4893
2025-01-02T22:00:00Z,58000.0000,PUT,0.6823,467.7257
2025-01-02T22:00:00Z,59000.0000,CALL,0.6623,291.0231
2025-01-02T22:00:00Z,59000.0000,PUT,0.6623,453.8855
2025-01-02T22:00:00Z,60000.0000,CALL,0.6423,214.4052
2025-01-02T22:00:00Z,60000.0000,PUT,0.6423,444.5803
2025-01-02T22:00:00Z,61000.0000,CALL,0.6465,260.4905
2025-01-02T22:00:00Z,61000.0000,PUT,0.6465,366.9916
2025-01-02T22:00:00Z,62000.0000,CALL,0.6665,279.0317
2025-01-02T22:00:00Z,62000.0000,PUT,0.6665,471.7827
2025-01-02T23:00:00Z,58000.0000,CALL,0.7382,268.9067
2025-01-02T23:00:00Z,58000.0000,PUT,0.7382,488.9126
2025-01-02T23:00:00Z,59000.0000,CALL,0.7182,252.9569
2025-01-02T23:00:00Z,59000.0000,PUT,0.7182,396.7573
2025-01-02T23:00:00Z,60000.0000,CALL,0.6982,287.5225
2025-01-02T23:00:00Z,60000.0000,PUT,0.6982,493.8571
2025-01-02T23:00:00Z,61000.0000,CALL,0.7060,220.0195
2025-01-02T23:00:00Z,61000.0000,PUT,0.7060,473.3028
2025-01-02T23:00:00Z,62000.0000,CALL,0.7260,207.0193
2025-01-02T23:00:00Z,62000.0000,PUT,0.7260,479.3630
2025-01-03T00:00:00Z,58000.0000,CALL,0.7520,212.2058
2025-01-03T00:00:00Z,58000.0000,PUT,0.7520,383.5803
2025-01-03T00:00:00Z,59000.0000,CALL,0.7320,215.3766
2025-01-03T00:00:00Z,59000.0000,PUT,0.7320,456.9100
2025-01-03T00:00:00Z,60000.0000,CALL,0.7120,208.2350
2025-01-03T00:00:00Z,60000.0000,PUT,0.7120,510.0796
2025-01-03T00:00:00Z,61000.0000,CALL,0.7162,273.7704
2025-01-03T00:00:00Z,61000.0000,PUT,0.7162,371.4693
2025-01-03T00:00:00Z,62000.0000,CALL,0.7362,263.0885
2025-01-03T00:00:00Z,62000.0000,PUT,0.7362,353.5046
2025-01-03T01:00:00Z,58000.0000,CALL,0.7905,249.1750
2025-01-03T01:00:00Z,58000.0000,PUT,0.7905,356.5165
2025-01-03T01:00:00Z,59000.0000,CALL,0.7705,208.5045
2025-01-03T01:00:00Z,59000.0000,PUT,0.7705,430.9822
2025-01-03T01:00:00Z,60000.0000,CALL,0.7505,222.5041
2025-01-03T01:00:00Z,60000.0000,PUT,0.7505,389.4744
2025-01-03T01:00:00Z,61000.0000,CALL,0.7586,285.3203
2025-01-03T01:00:00Z,61000.0000,PUT,0.7586,457.3980
2025-01-03T01:00:00Z,62000.0000,CALL,0.7786,233.1246
2025-01-03T01:00:00Z,62000.0000,PUT,0.7786,386.6106
2025-01-03T02:00:00Z,58000.0000,CALL,0.8303,288.9536
2025-01-03T02:00:00Z,58000.0000,PUT,0.8303,457.4317
2025-01-03T02:00:00Z,59000.0000,CALL,0.8103,263.7833
2025-01-03T02:00:00Z,59000.0000,PUT,0.8103,399.2355
2025-01-03T02:00:00Z,60000.0000,CALL,0.7903,267.6943
2025-01-03T02:00:00Z,60000.0000,PUT,0.7903,479.3155
2025-01-03T02:00:00Z,61000.0000,CALL,0.7954,227.5985
2025-01-03T02:00:00Z,61000.0000,PUT,0.7954,441.3629
2025-01-03T02:00:00Z,62000.0000,CALL,0.8154,268.0094
2025-01-03T02:00:00Z,62000.0000,PUT,0.8154,392.3455
2025-01-03T03:00:00Z,58000.0000,CALL,0.8530,269.1674
2025-01-03T03:00:00Z,58000.0000,PUT,0.8530,506.4466
2025-01-03T03:00:00Z,59000.0000,CALL,0.8330,208.0737
2025-01-03T03:00:00Z,59000.0000,PUT,0.8330,526.5076
2025-01-03T03:00:00Z,60000.0000,CALL,0.8130,288.7076
2025-01-03T03:00:00Z,60000.0000,PUT,0.8130,487.2846
2025-01-03T03:00:00Z,61000.0000,CALL,0.8190,232.7776
2025-01-03T03:00:00Z,61000.0000,PUT,0.8190,371.9553
2025-01-03T03:00:00Z,62000.0000,CALL,0.8390,262.9108
2025-01-03T03:00:00Z,62000.0000,PUT,0.8390,397.6071
2025-01-03T04:00:00Z,58000.0000,CALL,0.8860,200.6930
2025-01-03T04:00:00Z,58000.0000,PUT,0.8860,395.3709
2025-01-03T04:00:00Z,59000.0000,CALL,0.8660,232.9878
2025-01-03T04:00:00Z,59000.0000,PUT,0.8660,477.7363
2025-01-03T04:00:00Z,60000.0000,CALL,0.8460,298.7905
2025-01-03T04:00:00Z,60000.0000,PUT,0.8460,547.8266
2025-01-03T04:00:00Z,61000.0000,CALL,0.8531,245.5948
2025-01-03T04:00:00Z,61000.0000,PUT,0.8531,416.0976
2025-01-03T04:00:00Z,62000.0000,CALL,0.8731,261.5991
2025-01-03T04:00:00Z,62000.0000,PUT,0.8731,476.7452
2025-01-03T05:00:00Z,58000.0000,CALL,0.8913,282.3646
2025-01-03T05:00:00Z,58000.0000,PUT,0.8913,433.0872
2025-01-03T05:00:00Z,59000.0000,CALL,0.8713,223.6325
2025-01-03T05:00:00Z,59000.0000,PUT,0.8713,445.1667
2025-01-03T05:00:00Z,60000.0000,CALL,0.8513,244.6851
2025-01-03T05:00:00Z,60000.0000,PUT,0.8513,458.6128
2025-01-03T05:00:00Z,61000.0000,CALL,0.8579,217.7173
2025-01-03T05:00:00Z,61000.0000,PUT,0.8579,491.9892
2025-01-03T05:00:00Z,62000.0000,CALL,0.8779,267.4380
2025-01-03T05:00:00Z,62000.0000,PUT,0.8779,477.1288
2025-01-03T06:00:00Z,58000.0000,CALL,0.9136,268.4239
2025-01-03T06:00:00Z,58000.0000,PUT,0.9136,395.7984
2025-01-03T06:00:00Z,59000.0000,CALL,0.8936,248.1673
2025-01-03T06:00:00Z,59000.0000,PUT,0.8936,410.9215
2025-01-03T06:00:00Z,60000.0000,CALL,0.8736,254.9551
2025-01-03T06:00:00Z,60000.0000,PUT,0.8736,413.0835
2025-01-03T06:00:00Z,61000.0000,CALL,0.8753,299.8010
2025-01-03T06:00:00Z,61000.0000,PUT,0.8753,384.7312
2025-01-03T06:00:00Z,62000.0000,CALL,0.8953,266.8159
2025-01-03T06:00:00Z,62000.0000,PUT,0.8953,415.8004
2025-01-03T07:00:00Z,58000.0000,CALL,0.9160,223.8385
2025-01-03T07:00:00Z,58000.0000,PUT,0.9160,434.6480
2025-01-03T07:00:00Z,59000.0000,CALL,0.8960,233.9325
2025-01-03T07:00:00Z,59000.0000,PUT,0.8960,411.1540
2025-01-03T07:00:00Z,60000.0000,CALL,0.8760,214.6065
2025-01-03T07:00:00Z,60000.0000,PUT,0.8760,439.5494
2025-01-03T07:00:00Z,61000.0000,CALL,0.8761,229.0112
2025-01-03T07:00:00Z,61000.0000,PUT,0.8761,426.4644
2025-01-03T07:00:00Z,62000.0000,CALL,0.8961,284.0642
2025-01-03T07:00:00Z,62000.0000,PUT,0.8961,524.8853
2025-01-03T08:00:00Z,59000.0000,CALL,0.9190,264.9915
2025-01-03T08:00:00Z,59000.0000,PUT,0.9190,479.4751
2025-01-03T08:00:00Z,60000.0000,CALL,0.8990,232.1196
2025-01-03T08:00:00Z,60000.0000,PUT,0.8990,546.8875
2025-01-03T08:00:00Z,61000.0000,CALL,0.8988,267.0563
2025-01-03T08:00:00Z,61000.0000,PUT,0.8988,408.1249
2025-01-03T08:00:00Z,62000.0000,CALL,0.9188,223.4884
2025-01-03T08:00:00Z,62000.0000,PUT,0.9188,552.0603
2025-01-03T08:00:00Z,63000.0000,CALL,0.9388,280.1848
2025-01-03T08:00:00Z,63000.0000,PUT,0.9388,410.4398
2025-01-03T09:00:00Z,59000.0000,CALL,0.9086,217.2428
2025-01-03T09:00:00Z,59000.0000,PUT,0.9086,467.9831
2025-01-03T09:00:00Z,60000.0000,CALL,0.8886,226.7705
2025-01-03T09:00:00Z,60000.0000,PUT,0.8886,553.0146
2025-01-03T09:00:00Z,61000.0000,CALL,0.8821,264.4484
2025-01-03T09:00:00Z,61000.0000,PUT,0.8821,480.1352
2025-01-03T09:00:00Z,62000.0000,CALL,0.9021,270.6999
2025-01-03T09:00:00Z,62000.0000,PUT,0.9021,541.0463
2025-01-03T09:00:00Z,63000.0000,CALL,0.9221,211.8428
2025-01-03T09:00:00Z,63000.0000,PUT,0.9221,425.2129
2025-01-03T10:00:00Z,59000.0000,CALL,0.8967,268.7498
2025-01-03T10:00:00Z,59000.0000,PUT,0.8967,379.9031
2025-01-03T10:00:00Z,60000.0000,CALL,0.8767,263.5300
2025-01-03T10:00:00Z,60000.0000,PUT,0.8767,453.6440
2025-01-03T10:00:00Z,61000.0000,CALL,0.8727,244.3976
2025-01-03T10:00:00Z,61000.0000,PUT,0.8727,525.8140
2025-01-03T10:00:00Z,62000.0000,CALL,0.8927,247.9172
2025-01-03T10:00:00Z,62000.0000,PUT,0.8927,381.0343
2025-01-03T10:00:00Z,63000.0000,CALL,0.9127,272.0232
2025-01-03T10:00:00Z,63000.0000,PUT,0.9127,374.1631
2025-01-03T11:00:00Z,59000.0000,CALL,0.8928,287.6390
2025-01-03T11:00:00Z,59000.0000,PUT,0.8928,544.4068
2025-01-03T11:00:00Z,60000.0000,CALL,0.8728,204.1762
2025-01-03T11:00:00Z,60000.0000,PUT,0.8728,395.1208
2025-01-03T11:00:00Z,61000.0000,CALL,0.8680,231.1353
2025-01-03T11:00:00Z,61000.0000,PUT,0.8680,458.7597
2025-01-03T11:00:00Z,62000.0000,CALL,0.8880,299.0882
2025-01-03T11:00:00Z,62000.0000,PUT,0.8880,476.3352
2025-01-03T11:00:00Z,63000.0000,CALL,0.9080,264.9894
2025-01-03T11:00:00Z,63000.0000,PUT,0.9080,487.9646
2025-01-03T12:00:00Z,58000.0000,CALL,0.8832,263.4437
2025-01-03T12:00:00Z,58000.0000,PUT,0.8832,515.2350
2025-01-03T12:00:00Z,59000.0000,CALL,0.8632,267.8435
2025-01-03T12:00:00Z,59000.0000,PUT,0.8632,471.0942
2025-01-03T12:00:00Z,60000.0000,CALL,0.8432,281.9655
2025-01-03T12:00:00Z,60000.0000,PUT,0.8432,370.3751
2025-01-03T12:00:00Z,61000.0000,CALL,0.8460,258.5824
2025-01-03T12:00:00Z,61000.0000,PUT,0.8460,485.7179
2025-01-03T12:00:00Z,62000.0000,CALL,0.8660,230.6728
2025-01-03T12:00:00Z,62000.0000,PUT,0.8660,513.6123
2025-01-03T13:00:00Z,59000.0000,CALL,0.8552,239.6416
2025-01-03T13:00:00Z,59000.0000,PUT,0.8552,449.1245
2025-01-03T13:00:00Z,60000.0000,CALL,0.8352,286.1183
2025-01-03T13:00:00Z,60000.0000,PUT,0.8352,468.5658
2025-01-03T13:00:00Z,61000.0000,CALL,0.8344,227.3083
2025-01-03T13:00:00Z,61000.0000,PUT,0.8344,479.3881
2025-01-03T13:00:00Z,62000.0000,CALL,0.8544,251.7269
2025-01-03T13:00:00Z,62000.0000,PUT,0.8544,404.5341
2025-01-03T13:00:00Z,63000.0000,CALL,0.8744,249.5309
2025-01-03T13:00:00Z,63000.0000,PUT,0.8744,518.0385
2025-01-03T14:00:00Z,59000.0000,CALL,0.8233,297.9862
2025-01-03T14:00:00Z,59000.0000,PUT,0.8233,530.3868
2025-01-03T14:00:00Z,60000.0000,CALL,0.8033,213.8635
2025-01-03T14:00:00Z,60000.0000,PUT,0.8033,534.0873
2025-01-03T14:00:00Z,61000.0000,CALL,0.7995,254.5880
2025-01-03T14:00:00Z,61000.0000,PUT,0.7995,387.9817
2025-01-03T14:00:00Z,62000.0000,CALL,0.8195,225.3785
2025-01-03T14:00:00Z,62000.0000,PUT,0.8195,481.1500
2025-01-03T14:00:00Z,63000.0000,CALL,0.8395,237.7295
2025-01-03T14:00:00Z,63000.0000,PUT,0.8395,438.6704
2025-01-03T15:00:00Z,59000.0000,CALL,0.7853,218.9128
2025-01-03T15:00:00Z,59000.0000,PUT,0.7853,395.5613
2025-01-03T15:00:00Z,60000.0000,CALL,0.7653,295.8209
2025-01-03T15:00:00Z,60000.0000,PUT,0.7653,410.9839
2025-01-03T15:00:00Z,61000.0000,CALL,0.7522,291.0649
2025-01-03T15:00:00Z,61000.0000,PUT,0.7522,478.3934
2025-01-03T15:00:00Z,62000.0000,CALL,0.7722,291.2765
2025-01-03T15:00:00Z,62000.0000,PUT,0.7722,351.1477
2025-01-03T15:00:00Z,63000.0000,CALL,0.7922,232.1161
2025-01-03T15:00:00Z,63000.0000,PUT,0.7922,488.4000
2025-01-03T16:00:00Z,59000.0000,CALL,0.7543,257.6830
2025-01-03T16:00:00Z,59000.0000,PUT,0.7543,384.5763
2025-01-03T16:00:00Z,60000.0000,CALL,0.7343,258.4424
2025-01-03T16:00:00Z,60000.0000,PUT,0.7343,461.1562
2025-01-03T16:00:00Z,61000.0000,CALL,0.7158,299.4643
2025-01-03T16:00:00Z,61000.0000,PUT,0.7158,386.2681
2025-01-03T16:00:00Z,62000.0000,CALL,0.7358,213.0747
2025-01-03T16:00:00Z,62000.0000,PUT,0.7358,444.1095
2025-01-03T16:00:00Z,63000.0000,CALL,0.7558,239.6019
2025-01-03T16:00:00Z,63000.0000,PUT,0.7558,506.9324
2025-01-03T17:00:00Z,59000.0000,CALL,0.7501,265.5314
2025-01-03T17:00:00Z,59000.0000,PUT,0.7501,495.5311
2025-01-03T17:00:00Z,60000.0000,CALL,0.7301,221.4262
2025-01-03T17:00:00Z,60000.0000,PUT,0.7301,344.8780
2025-01-03T17:00:00Z,61000.0000,CALL,0.7101,272.4372
2025-01-03T17:00:00Z,61000.0000,PUT,0.7101,449.9447
2025-01-03T17:00:00Z,62000.0000,CALL,0.7293,255.2753
2025-01-03T17:00:00Z,62000.0000,PUT,0.7293,481.9839
2025-01-03T17:00:00Z,63000.0000,CALL,0.7493,248.0074
2025-01-03T17:00:00Z,63000.0000,PUT,0.7493,346.2303
2025-01-03T18:00:00Z,59000.0000,CALL,0.7063,211.1450
2025-01-03T18:00:00Z,59000.0000,PUT,0.7063,462.5139
2025-01-03T18:00:00Z,60000.0000,CALL,0.6863,277.2822
2025-01-03T18:00:00Z,60000.0000,PUT,0.6863,458.7637
2025-01-03T18:00:00Z,61000.0000,CALL,0.6663,272.7220
2025-01-03T18:00:00Z,61000.0000,PUT,0.6663,408.6307
2025-01-03T18:00:00Z,62000.0000,CALL,0.6862,299.7482
2025-01-03T18:00:00Z,62000.0000,PUT,0.6862,375.5696
2025-01-03T18:00:00Z,63000.0000,CALL,0.7062,241.3053
2025-01-03T18:00:00Z,63000.0000,PUT,0.7062,410.2815
2025-01-03T19:00:00Z,59000.0000,CALL,0.6439,200.2379
2025-01-03T19:00:00Z,59000.0000,PUT,0.6439,449.1254
2025-01-03T19:00:00Z,60000.0000,CALL,0.6239,292.1610
2025-01-03T19:00:00Z,60000.0000,PUT,0.6239,454.4125
2025-01-03T19:00:00Z,61000.0000,CALL,0.6074,221.8546
2025-01-03T19:00:00Z,61000.0000,PUT,0.6074,385.7094
2025-01-03T19:00:00Z,62000.0000,CALL,0.6274,205.9485
2025-01-03T19:00:00Z,62000.0000,PUT,0.6274,447.6720
2025-01-03T19:00:00Z,63000.0000,CALL,0.6474,222.0583
2025-01-03T19:00:00Z,63000.0000,PUT,0.6474,474.6531
2025-01-03T20:00:00Z,59000.0000,CALL,0.6031,280.5330
2025-01-03T20:00:00Z,59000.0000,PUT,0.6031,362.7823
2025-01-03T20:00:00Z,60000.0000,CALL,0.5831,283.9663
2025-01-03T20:00:00Z,60000.0000,PUT,0.5831,435.6331
2025-01-03T20:00:00Z,61000.0000,CALL,0.5747,285.8010
2025-01-03T20:00:00Z,61000.0000,PUT,0.5747,361.4180
2025-01-03T20:00:00Z,62000.0000,CALL,0.5947,247.6898
2025-01-03T20:00:00Z,62000.0000,PUT,0.5947,458.9030
2025-01-03T20:00:00Z,63000.0000,CALL,0.6147,250.2160
2025-01-03T20:00:00Z,63000.0000,PUT,0.6147,320.7025
2025-01-03T21:00:00Z,59000.0000,CALL,0.5555,255.2433
2025-01-03T21:00:00Z,59000.0000,PUT,0.5555,372.2562
2025-01-03T21:00:00Z,60000.0000,CALL,0.5355,276.3941
2025-01-03T21:00:00Z,60000.0000,PUT,0.5355,400.1276
2025-01-03T21:00:00Z,61000.0000,CALL,0.5339,216.4299
2025-01-03T21:00:00Z,61000.0000,PUT,0.5339,339.9408
2025-01-03T21:00:00Z,62000.0000,CALL,0.5539,280.6674
2025-01-03T21:00:00Z,62000.0000,PUT,0.5539,436.3898
2025-01-03T21:00:00Z,63000.0000,CALL,0.5739,292.0091
2025-01-03T21:00:00Z,63000.0000,PUT,0.5739,319.1889
2025-01-03T22:00:00Z,59000.0000,CALL,0.5256,240.2808
2025-01-03T22:00:00Z,59000.0000,PUT,0.5256,335.9472
2025-01-03T22:00:00Z,60000.0000,CALL,0.5056,280.6749
2025-01-03T22:00:00Z,60000.0000,PUT,0.5056,379.7481
2025-01-03T22:00:00Z,61000.0000,CALL,0.5038,236.8041
2025-01-03T22:00:00Z,61000.0000,PUT,0.5038,432.6018
2025-01-03T22:00:00Z,62000.0000,CALL,0.5238,253.4955
2025-01-03T22:00:00Z,62000.0000,PUT,0.5238,400.2755
2025-01-03T22:00:00Z,63000.0000,CALL,0.5438,299.6100
2025-01-03T22:00:00Z,63000.0000,PUT,0.5438,301.7675
2025-01-03T23:00:00Z,59000.0000,CALL,0.4990,210.3384
2025-01-03T23:00:00Z,59000.0000,PUT,0.4990,390.0202
2025-01-03T23:00:00Z,60000.0000,CALL,0.4790,252.2720
2025-01-03T23:00:00Z,60000.0000,PUT,0.4790,394.2113
2025-01-03T23:00:00Z,61000.0000,CALL,0.4790,254.4295
2025-01-03T23:00:00Z,61000.0000,PUT,0.4790,344.2765
2025-01-03T23:00:00Z,62000.0000,CALL,0.4990,226.1334
2025-01-03T23:00:00Z,62000.0000,PUT,0.4990,297.8844
2025-01-03T23:00:00Z,63000.0000,CALL,0.5190,284.1062
2025-01-03T23:00:00Z,63000.0000,PUT,0.5190,308.9691
2025-01-04T00:00:00Z,59000.0000,CALL,0.4677,226.0664
2025-01-04T00:00:00Z,59000.0000,PUT,0.4677,369.6156
2025-01-04T00:00:00Z,60000.0000,CALL,0.4477,245.6837
2025-01-04T00:00:00Z,60000.0000,PUT,0.4477,409.6488
2025-01-04T00:00:00Z,61000.0000,CALL,0.4435,258.4027
2025-01-04T00:00:00Z,61000.0000,PUT,0.4435,361.0026
2025-01-04T00:00:00Z,62000.0000,CALL,0.4635,215.0429
2025-01-04T00:00:00Z,62000.0000,PUT,0.4635,367.8413
2025-01-04T00:00:00Z,63000.0000,CALL,0.4835,226.6157
2025-01-04T00:00:00Z,63000.0000,PUT,0.4835,354.3516
2025-01-04T01:00:00Z,59000.0000,CALL,0.4331,293.5529
2025-01-04T01:00:00Z,59000.0000,PUT,0.4331,301.3590
2025-01-04T01:00:00Z,60000.0000,CALL,0.4131,271.2093
2025-01-04T01:00:00Z,60000.0000,PUT,0.4131,312.4683
2025-01-04T01:00:00Z,61000.0000,CALL,0.4071,253.3683
2025-01-04T01:00:00Z,61000.0000,PUT,0.4071,386.2272
2025-01-04T01:00:00Z,62000.0000,CALL,0.4271,274.5118
2025-01-04T01:00:00Z,62000.0000,PUT,0.4271,338.2603
2025-01-04T01:00:00Z,63000.0000,CALL,0.4471,242.0549
2025-01-04T01:00:00Z,63000.0000,PUT,0.4471,388.1429
2025-01-04T02:00:00Z,59000.0000,CALL,0.4204,228.5892
2025-01-04T02:00:00Z,59000.0000,PUT,0.4204,333.4893
2025-01-04T02:00:00Z,60000.0000,CALL,0.4004,266.9140
2025-01-04T02:00:00Z,60000.0000,PUT,0.4004,309.2098
2025-01-04T02:00:00Z,61000.0000,CALL,0.3912,288.0899
2025-01-04T02:00:00Z,61000.0000,PUT,0.3912,397.4012
2025-01-04T02:00:00Z,62000.0000,CALL,0.4112,237.8748
2025-01-04T02:00:00Z,62000.0000,PUT,0.4112,279.7682
2025-01-04T02:00:00Z,63000.0000,CALL,0.4312,230.7463
2025-01-04T02:00:00Z,63000.0000,PUT,0.4312,313.4566
2025-01-04T03:00:00Z,59000.0000,CALL,0.3982,244.5911
2025-01-04T03:00:00Z,59000.0000,PUT,0.3982,315.5618
2025-01-04T03:00:00Z,60000.0000,CALL,0.3782,280.4789
2025-01-04T03:00:00Z,60000.0000,PUT,0.3782,275.2548
2025-01-04T03:00:00Z,61000.0000,CALL,0.3689,221.6126
2025-01-04T03:00:00Z,61000.0000,PUT,0.3689,392.7095
2025-01-04T03:00:00Z,62000.0000,CALL,0.3889,203.6359
2025-01-04T03:00:00Z,62000.0000,PUT,0.3889,330.5770
2025-01-04T03:00:00Z,63000.0000,CALL,0.4089,298.4700
2025-01-04T03:00:00Z,63000.0000,PUT,0.4089,313.5713
2025-01-04T04:00:00Z,59000.0000,CALL,0.3691,228.3841
2025-01-04T04:00:00Z,59000.0000,PUT,0.3691,386.6725
2025-01-04T04:00:00Z,60000.0000,CALL,0.3491,210.7274
2025-01-04T04:00:00Z,60000.0000,PUT,0.3491,369.3392
2025-01-04T04:00:00Z,61000.0000,CALL,0.3392,217.2395
2025-01-04T04:00:00Z,61000.0000,PUT,0.3392,347.6926
2025-01-04T04:00:00Z,62000.0000,CALL,0.3592,248.8252
2025-01-04T04:00:00Z,62000.0000,PUT,0.3592,336.1926
2025-01-04T04:00:00Z,63000.0000,CALL,0.3792,299.7269
2025-01-04T04:00:00Z,63000.0000,PUT,0.3792,382.1662
2025-01-04T05:00:00Z,59000.0000,CALL,0.3437,235.4575
2025-01-04T05:00:00Z,59000.0000,PUT,0.3437,288.8085
2025-01-04T05:00:00Z,60000.0000,CALL,0.3237,273.6341
2025-01-04T05:00:00Z,60000.0000,PUT,0.3237,381.3829
2025-01-04T05:00:00Z,61000.0000,CALL,0.3211,233.1921
2025-01-04T05:00:00Z,61000.0000,PUT,0.3211,292.7741
2025-01-04T05:00:00Z,62000.0000,CALL,0.3411,211.1688
2025-01-04T05:00:00Z,62000.0000,PUT,0.3411,353.2204
2025-01-04T05:00:00Z,63000.0000,CALL,0.3611,250.8864
2025-01-04T05:00:00Z,63000.0000,PUT,0.3611,327.6418
2025-01-04T06:00:00Z,59000.0000,CALL,0.3468,219.6945
2025-01-04T06:00:00Z,59000.0000,PUT,0.3468,372.1331
2025-01-04T06:00:00Z,60000.0000,CALL,0.3268,262.1710
2025-01-04T06:00:00Z,60000.0000,PUT,0.3268,293.3822
2025-01-04T06:00:00Z,61000.0000,CALL,0.3252,238.5848
2025-01-04T06:00:00Z,61000.0000,PUT,0.3252,264.8909
2025-01-04T06:00:00Z,62000.0000,CALL,0.3452,276.4637
2025-01-04T06:00:00Z,62000.0000,PUT,0.3452,372.7023
2025-01-04T06:00:00Z,63000.0000,CALL,0.3652,277.2567
2025-01-04T06:00:00Z,63000.0000,PUT,0.3652,290.7538
2025-01-04T07:00:00Z,59000.0000,CALL,0.3487,202.4517
2025-01-04T07:00:00Z,59000.0000,PUT,0.3487,359.0216
2025-01-04T07:00:00Z,60000.0000,CALL,0.3287,288.2136
2025-01-04T07:00:00Z,60000.0000,PUT,0.3287,385.0779
2025-01-04T07:00:00Z,61000.0000,CALL,0.3249,299.5151
2025-01-04T07:00:00Z,61000.0000,PUT,0.3249,289.2973
2025-01-04T07:00:00Z,62000.0000,CALL,0.3449,227.0880
2025-01-04T07:00:00Z,62000.0000,PUT,0.3449,384.4609
